,query,reference,label,matches,inliers,kpts0,kpts1
83,Live/image0223.png,Reference/image0511.png,0,4,0,2109,951
84,Live/image0223.png,Reference/image0848.png,0,9,7,2109,1541
85,Live/image0528.png,Reference/image0525.png,0,9,7,1271,290
86,Live/image0547.png,Reference/image1047.png,0,18,10,2345,262
87,Live/image0802.png,Reference/image0026.png,0,21,17,1959,2831
88,Live/image0049.png,Reference/image0033.png,0,22,20,2741,2136
89,Live/image0524.png,Reference/image0369.png,0,7,0,1907,2603
90,Live/image1279.png,Reference/image0343.png,0,12,7,2263,2498
91,Live/image0033.png,Reference/image0047.png,0,8,7,2353,2096
92,Live/image0761.png,Reference/image0356.png,0,12,7,2929,1998
93,Live/image0468.png,Reference/image0624.png,0,5,0,1381,2718
94,Live/image0468.png,Reference/image0025.png,0,9,7,1381,2599
95,Live/image0579.png,Reference/image0028.png,0,29,21,1640,1205
96,Live/image0703.png,Reference/image1273.png,0,24,19,2172,2847
97,Live/image0727.png,Reference/image1237.png,0,18,16,2183,1787
98,Live/image0844.png,Reference/image1260.png,0,20,15,1741,2924
99,Live/image0870.png,Reference/image0402.png,0,17,15,2178,1745
100,Live/image1179.png,Reference/image0820.png,0,15,14,2433,1248
101,Live/image1001.png,Reference/image0404.png,0,15,13,1741,2395
102,Live/image0278.png,Reference/image0262.png,0,17,11,2451,2037
103,Live/image0728.png,Reference/image1232.png,0,21,16,1940,2637
104,Live/image0728.png,Reference/image0283.png,0,6,0,1940,2408
105,Live/image0896.png,Reference/image0047.png,0,3,0,2181,2096
106,Live/image0217.png,Reference/image0281.png,0,11,7,1996,1880
107,Live/image1211.png,Reference/image0517.png,0,21,15,2190,1535
108,Live/image1017.png,Reference/image1011.png,0,19,12,2353,1198
109,Live/image0940.png,Reference/image1366.png,0,11,7,3112,828
110,Live/image1140.png,Reference/image0353.png,0,18,14,2536,2545
111,Live/image0949.png,Reference/image1260.png,0,24,18,2098,2924
112,Live/image1290.png,Reference/image1241.png,0,25,19,2654,2767
113,Live/image0551.png,Reference/image1138.png,0,15,13,2421,2346
114,Live/image0551.png,Reference/image0386.png,0,8,7,2421,2271
115,Live/image0151.png,Reference/image1263.png,0,23,16,1874,2691
116,Live/image1391.png,Reference/image1260.png,0,22,18,3658,2924
117,Live/image1137.png,Reference/image1095.png,0,17,17,3003,1748
118,Live/image1145.png,Reference/image0396.png,0,10,7,2484,2452
119,Live/image0107.png,Reference/image0100.png,0,45,30,4510,1284
120,Live/image0371.png,Reference/image0366.png,0,18,16,2486,2565
121,Live/image0895.png,Reference/image1264.png,0,23,18,2193,2450
122,Live/image0474.png,Reference/image0371.png,0,9,7,1945,1985
123,Live/image0782.png,Reference/image0251.png,0,24,18,2097,2461
124,Live/image0782.png,Reference/image1236.png,0,24,18,2097,2012
125,Live/image0298.png,Reference/image0623.png,0,11,7,2503,1276
126,Live/image0441.png,Reference/image0913.png,0,10,7,1803,1709
127,Live/image1004.png,Reference/image1132.png,0,28,19,2458,1942
128,Live/image0926.png,Reference/image1127.png,0,20,18,2428,1579
129,Live/image1113.png,Reference/image1391.png,0,21,16,1788,2308
130,Live/image0859.png,Reference/image0372.png,0,24,18,2107,2659
131,Live/image1100.png,Reference/image1291.png,0,14,8,2196,2618
132,Live/image0722.png,Reference/image0343.png,0,6,0,2491,2498
133,Live/image0470.png,Reference/image0471.png,1,38,22,2111,669
134,Live/image0470.png,Reference/image0624.png,0,15,10,2111,2718
135,Live/image0530.png,Reference/image0378.png,0,9,7,1770,2134
136,Live/image0871.png,Reference/image0827.png,0,19,15,2453,1432
137,Live/image0339.png,Reference/image1414.png,0,21,19,2145,1048
138,Live/image0970.png,Reference/image1120.png,0,9,7,2103,2763
139,Live/image0399.png,Reference/image0366.png,0,14,8,2175,2565
140,Live/image0258.png,Reference/image1242.png,0,21,18,2154,2678
141,Live/image0817.png,Reference/image1024.png,0,9,7,1396,1945
142,Live/image0538.png,Reference/image1245.png,0,22,16,2022,2060
143,Live/image0048.png,Reference/image0560.png,0,15,13,2422,1478
144,Live/image0048.png,Reference/image0998.png,0,23,15,2422,507
145,Live/image1188.png,Reference/image0349.png,0,7,0,2118,1920
146,Live/image0282.png,Reference/image0484.png,0,18,11,2405,2356
147,Live/image0095.png,Reference/image1167.png,0,18,14,2581,376
148,Live/image0737.png,Reference/image0270.png,0,18,15,2467,1668
149,Live/image0111.png,Reference/image0126.png,0,23,14,3541,1348
150,Live/image1333.png,Reference/image1310.png,0,22,17,2248,2107
151,Live/image0709.png,Reference/image0624.png,0,15,9,2030,2718
152,Live/image0636.png,Reference/image0218.png,0,26,18,2255,2019
153,Live/image0744.png,Reference/image0479.png,0,18,10,2144,2961
154,Live/image0744.png,Reference/image0205.png,0,10,7,2144,1942
155,Live/image0000.png,Reference/image0487.png,0,13,7,2077,2343
156,Live/image1407.png,Reference/image0218.png,0,13,7,1644,2019
157,Live/image0553.png,Reference/image0471.png,0,18,12,2418,669
158,Live/image1030.png,Reference/image1217.png,0,16,13,2134,2123
159,Live/image0578.png,Reference/image0258.png,0,20,17,1901,2297
160,Live/image0221.png,Reference/image0323.png,0,7,0,2377,1708
161,Live/image0065.png,Reference/image0045.png,0,9,7,2389,2223
162,Live/image0285.png,Reference/image0488.png,0,10,7,2687,814
163,Live/image0197.png,Reference/image0485.png,0,11,7,2529,2374
164,Live/image0197.png,Reference/image0262.png,0,18,11,2529,2037
165,Live/image1019.png,Reference/image0376.png,0,20,14,1933,515
166,Live/image0762.png,Reference/image0708.png,0,10,7,2480,612
167,Live/image1203.png,Reference/image0939.png,0,17,13,3395,1062
168,Live/image0595.png,Reference/image1097.png,0,19,16,2238,1970
169,Live/image0072.png,Reference/image1244.png,0,19,16,1983,2566
170,Live/image1035.png,Reference/image0865.png,0,23,17,2148,2159
171,Live/image0596.png,Reference/image1384.png,0,16,14,1744,2291
172,Live/image1268.png,Reference/image1341.png,0,26,19,2432,2326
173,Live/image0265.png,Reference/image0479.png,0,15,9,2411,2961
174,Live/image0265.png,Reference/image0282.png,0,20,12,2411,1741
175,Live/image0291.png,Reference/image0313.png,0,15,11,2128,1893
176,Live/image0582.png,Reference/image0378.png,0,25,18,2029,2134
177,Live/image0911.png,Reference/image1218.png,0,8,7,2370,1688
178,Live/image0190.png,Reference/image0449.png,0,14,8,2556,400
179,Live/image0453.png,Reference/image0365.png,0,7,0,2041,2679
180,Live/image1144.png,Reference/image1129.png,0,25,19,2768,2484
181,Live/image0173.png,Reference/image1292.png,0,22,16,2477,1173
182,Live/image0336.png,Reference/image0359.png,0,11,7,2078,2609
183,Live/image0156.png,Reference/image0634.png,0,12,7,2236,2507
184,Live/image0156.png,Reference/image1225.png,0,7,0,2236,2491
185,Live/image1382.png,Reference/image1344.png,0,15,14,1911,1097
186,Live/image0366.png,Reference/image0402.png,0,14,8,2278,1745
187,Live/image0781.png,Reference/image1341.png,0,25,17,2301,2326
188,Live/image0750.png,Reference/image1331.png,0,27,22,2318,2133
189,Live/image0081.png,Reference/image0358.png,0,21,14,2709,1706
190,Live/image0083.png,Reference/image0477.png,0,9,7,2651,1992
191,Live/image0381.png,Reference/image0386.png,0,18,16,1714,2271
192,Live/image0749.png,Reference/image1234.png,0,21,15,1986,2453
193,Live/image1374.png,Reference/image1343.png,0,13,8,1890,1816
194,Live/image1374.png,Reference/image1341.png,0,15,10,1890,2326
195,Live/image0159.png,Reference/image1405.png,0,18,13,2302,1712
196,Live/image1009.png,Reference/image1291.png,0,14,9,2438,2618
197,Live/image0181.png,Reference/image0067.png,0,12,7,2072,1069
198,Live/image0577.png,Reference/image0768.png,0,26,20,2149,1520
199,Live/image1002.png,Reference/image1099.png,0,17,16,1792,1591
200,Live/image0513.png,Reference/image0509.png,0,14,8,2386,1506
201,Live/image0974.png,Reference/image1391.png,0,14,9,1756,2308
202,Live/image0363.png,Reference/image0373.png,0,21,15,2266,2173
203,Live/image0599.png,Reference/image0343.png,0,3,0,1538,2498
204,Live/image0599.png,Reference/image0360.png,0,8,7,1538,2444
205,Live/image1254.png,Reference/image1225.png,0,26,19,2210,2491
206,Live/image0403.png,Reference/image0026.png,0,21,20,1703,2831
207,Live/image1257.png,Reference/image1270.png,0,20,11,2096,2730
208,Live/image0516.png,Reference/image0516.png,1,49,40,2407,1546
209,Live/image0126.png,Reference/image0132.png,0,40,31,3117,1078
210,Live/image0502.png,Reference/image0057.png,0,13,7,2414,2123
211,Live/image0923.png,Reference/image1169.png,0,11,7,2234,1554
212,Live/image1392.png,Reference/image1394.png,1,95,82,3499,2162
213,Live/image1067.png,Reference/image1066.png,1,85,72,1958,2688
214,Live/image1067.png,Reference/image1241.png,0,14,8,1958,2767
215,Live/image0266.png,Reference/image1301.png,0,19,11,1952,824
216,Live/image0274.png,Reference/image0872.png,0,19,16,2743,1543
217,Live/image0303.png,Reference/image1169.png,0,7,0,2531,1554
218,Live/image0346.png,Reference/image0396.png,0,10,7,2024,2452
219,Live/image0480.png,Reference/image0206.png,0,20,12,2832,2842
220,Live/image0529.png,Reference/image0411.png,0,9,7,1243,193
221,Live/image1390.png,Reference/image1273.png,0,20,17,3186,2847
222,Live/image0213.png,Reference/image1290.png,0,16,14,2500,2828
223,Live/image1010.png,Reference/image0026.png,0,24,22,2236,2831
224,Live/image1010.png,Reference/image1125.png,0,11,7,2236,758
225,Live/image0934.png,Reference/image0308.png,0,15,14,1734,954
226,Live/image0044.png,Reference/image0513.png,0,24,17,2704,1567
227,Live/image0490.png,Reference/image0024.png,0,14,8,2412,2474
228,Live/image1192.png,Reference/image1341.png,0,23,16,1726,2326
229,Live/image1312.png,Reference/image0254.png,0,19,13,1970,2746
230,Live/image0295.png,Reference/image0720.png,0,6,0,2006,1505
231,Live/image1093.png,Reference/image0365.png,0,7,0,2207,2679
232,Live/image0436.png,Reference/image0026.png,0,12,7,2453,2831
233,Live/image1044.png,Reference/image0865.png,0,16,12,2254,2159
234,Live/image1044.png,Reference/image0491.png,0,4,0,2254,1616
235,Live/image1326.png,Reference/image0430.png,0,15,10,1909,1588
236,Live/image0055.png,Reference/image0807.png,0,16,11,2066,2614
237,Live/image1147.png,Reference/image0372.png,0,12,7,2592,2659
238,Live/image0763.png,Reference/image1060.png,0,20,15,2503,2624
239,Live/image0569.png,Reference/image0045.png,0,10,7,1950,2223
240,Live/image0122.png,Reference/image0129.png,0,53,46,2965,1339
241,Live/image0904.png,Reference/image1040.png,0,16,12,1688,1308
242,Live/image0169.png,Reference/image0900.png,0,14,9,1670,1647
243,Live/image0548.png,Reference/image0620.png,0,20,16,2136,1513
244,Live/image0548.png,Reference/image1381.png,0,25,21,2136,1539
245,Live/image0028.png,Reference/image0487.png,0,23,16,2742,2343
246,Live/image1023.png,Reference/image0430.png,0,24,16,2082,1588
247,Live/image1297.png,Reference/image0363.png,0,12,7,2262,2464
248,Live/image0509.png,Reference/image0283.png,0,4,0,2400,2408
249,Live/image0201.png,Reference/image0484.png,0,16,10,2715,2356
250,Live/image1018.png,Reference/image0848.png,0,7,0,1700,1541
251,Live/image1383.png,Reference/image1384.png,1,81,71,2579,2291
252,Live/image0294.png,Reference/image0025.png,0,21,14,2483,2599
253,Live/image0487.png,Reference/image0516.png,0,20,13,2449,1546
254,Live/image0487.png,Reference/image0333.png,0,24,17,2449,1463
255,Live/image0010.png,Reference/image0360.png,0,12,7,1861,2444
256,Live/image0172.png,Reference/image1139.png,0,22,18,2429,2559
257,Live/image1087.png,Reference/image1141.png,0,23,17,2268,2081
258,Live/image0073.png,Reference/image0900.png,0,21,13,2112,1647
259,Live/image0377.png,Reference/image0375.png,1,28,24,2068,2208
260,Live/image0545.png,Reference/image0521.png,0,5,0,1875,872
261,Live/image0918.png,Reference/image1282.png,0,12,7,2491,2624
262,Live/image1072.png,Reference/image1071.png,1,35,25,2157,1506
263,Live/image0983.png,Reference/image0402.png,0,17,15,2139,1745
264,Live/image0983.png,Reference/image1078.png,0,11,7,2139,2708
265,Live/image0830.png,Reference/image0375.png,0,7,0,1721,2208
266,Live/image0907.png,Reference/image0031.png,0,21,14,2138,2626
267,Live/image1243.png,Reference/image0365.png,0,13,7,2322,2679
268,Live/image0183.png,Reference/image0210.png,0,9,7,1770,2096
269,Live/image0504.png,Reference/image0306.png,0,14,8,1824,1176
270,Live/image1247.png,Reference/image0387.png,0,17,15,3124,2096
271,Live/image1081.png,Reference/image0760.png,0,8,7,1467,1993
272,Live/image1012.png,Reference/image0865.png,0,21,17,2434,2159
273,Live/image0176.png,Reference/image0517.png,0,13,9,2507,1535
274,Live/image0176.png,Reference/image1016.png,0,18,10,2507,1573
275,Live/image1190.png,Reference/image0577.png,0,18,11,1750,1100
276,Live/image0191.png,Reference/image0485.png,0,20,12,2405,2374
277,Live/image0965.png,Reference/image0566.png,0,19,16,1943,1504
278,Live/image0267.png,Reference/image1263.png,0,31,19,2346,2691
279,Live/image1379.png,Reference/image1379.png,1,48,35,1767,1159
280,Live/image0027.png,Reference/image0030.png,0,30,23,2694,2686
281,Live/image0273.png,Reference/image0024.png,0,27,17,3075,2474
282,Live/image0121.png,Reference/image0121.png,1,75,62,3301,1068
283,Live/image0720.png,Reference/image0365.png,0,8,7,2289,2679
284,Live/image0720.png,Reference/image1066.png,0,22,17,2289,2688
285,Live/image0110.png,Reference/image0097.png,0,23,14,3742,1170
286,Live/image0981.png,Reference/image0761.png,0,7,0,1855,1713
287,Live/image0322.png,Reference/image0632.png,0,6,0,2383,2619
288,Live/image1108.png,Reference/image1331.png,0,20,17,2287,2133
289,Live/image0145.png,Reference/image0827.png,0,15,11,2155,1432
290,Live/image0493.png,Reference/image0030.png,0,25,20,2077,2686
291,Live/image1289.png,Reference/image0481.png,0,13,8,2386,2375
292,Live/image1314.png,Reference/image1291.png,0,19,16,2268,2618
293,Live/image0174.png,Reference/image0541.png,0,12,7,2655,2162
294,Live/image0174.png,Reference/image0718.png,0,38,26,2655,2429
295,Live/image0862.png,Reference/image1128.png,0,25,19,1880,1576
296,Live/image0082.png,Reference/image0697.png,0,21,14,2728,2147
297,Live/image1021.png,Reference/image1109.png,0,18,16,2097,356
298,Live/image0024.png,Reference/image0029.png,0,26,18,2902,2480
299,Live/image0422.png,Reference/image0347.png,0,5,0,1481,2521
300,Live/image0086.png,Reference/image0026.png,0,31,23,2573,2831
301,Live/image0997.png,Reference/image0433.png,0,9,7,1874,790
302,Live/image0239.png,Reference/image0480.png,0,14,8,1987,1554
303,Live/image1077.png,Reference/image0810.png,0,6,0,1609,2167
304,Live/image1077.png,Reference/image0828.png,0,23,18,1609,2127
305,Live/image1231.png,Reference/image0345.png,0,13,7,3114,2195
306,Live/image0543.png,Reference/image0201.png,0,12,7,1924,2294
307,Live/image0388.png,Reference/image1231.png,0,31,25,2781,2412
308,Live/image0137.png,Reference/image0307.png,0,18,12,2518,1770
309,Live/image0106.png,Reference/image0097.png,0,28,20,4808,1170
310,Live/image1006.png,Reference/image0408.png,0,7,0,1946,1377
311,Live/image0824.png,Reference/image0031.png,0,20,17,1984,2626
312,Live/image0512.png,Reference/image0286.png,0,19,15,2328,1871
313,Live/image0738.png,Reference/image0477.png,0,19,13,2281,1992
314,Live/image0738.png,Reference/image0030.png,0,30,26,2281,2686
315,Live/image0132.png,Reference/image0129.png,0,53,41,2805,1339
316,Live/image0886.png,Reference/image1129.png,0,4,0,1841,2484
317,Live/image0314.png,Reference/image0728.png,0,25,19,2648,770
318,Live/image0900.png,Reference/image1110.png,0,16,13,1927,1310
319,Live/image0034.png,Reference/image0617.png,0,13,7,2439,1529
320,Live/image0840.png,Reference/image1246.png,0,15,15,2315,2438
321,Live/image0805.png,Reference/image0380.png,0,24,18,1992,2289
322,Live/image1275.png,Reference/image1275.png,1,94,80,2349,1327
323,Live/image1365.png,Reference/image0813.png,0,8,7,1745,1572
324,Live/image1365.png,Reference/image0993.png,0,13,7,1745,1122
325,Live/image0557.png,Reference/image0266.png,0,10,7,2109,1917
326,Live/image0812.png,Reference/image0397.png,0,8,7,1918,2539
327,Live/image0952.png,Reference/image1300.png,0,18,12,2256,2197
328,Live/image1367.png,Reference/image1005.png,0,6,0,1944,2189
329,Live/image0060.png,Reference/image0057.png,0,4,0,2335,2123
330,Live/image0428.png,Reference/image0431.png,0,24,21,2054,2341
331,Live/image0592.png,Reference/image1067.png,0,27,20,1809,2691
332,Live/image1236.png,Reference/image0387.png,0,32,28,3728,2096
333,Live/image0101.png,Reference/image0100.png,1,109,83,3599,1284
334,Live/image0101.png,Reference/image1238.png,0,18,16,3599,1584
335,Live/image0177.png,Reference/image1276.png,0,12,7,2392,743
336,Live/image1051.png,Reference/image1384.png,0,14,10,2041,2291
337,Live/image0958.png,Reference/image0365.png,0,13,7,2108,2679
338,Live/image1404.png,Reference/image1260.png,0,19,15,2530,2924
339,Live/image0968.png,Reference/image0718.png,0,24,18,2192,2429
340,Live/image1205.png,Reference/image1065.png,0,11,7,2828,2737
341,Live/image0610.png,Reference/image0379.png,0,25,22,1999,1372
342,Live/image1309.png,Reference/image1244.png,0,30,21,2313,2566
343,Live/image1339.png,Reference/image1338.png,1,23,20,1752,1118
344,Live/image1339.png,Reference/image1079.png,0,15,10,1752,2696
345,Live/image1389.png,Reference/image0360.png,0,17,13,1876,2444
346,Live/image1047.png,Reference/image0662.png,0,6,0,1622,2146
347,Live/image1181.png,Reference/image1139.png,0,27,21,2061,2559
348,Live/image1055.png,Reference/image0343.png,0,7,0,2011,2498
349,Live/image1249.png,Reference/image1246.png,0,36,27,2717,2438
350,Live/image1235.png,Reference/image0431.png,0,24,19,2345,2341
351,Live/image0170.png,Reference/image0900.png,0,12,7,2000,1647
352,Live/image1265.png,Reference/image0406.png,0,13,7,1796,905
353,Live/image0370.png,Reference/image0370.png,1,117,100,2235,1765
354,Live/image0370.png,Reference/image1014.png,0,12,7,2235,2262
355,Live/image0778.png,Reference/image1263.png,0,21,16,2127,2691
356,Live/image1386.png,Reference/image0616.png,0,5,0,2222,1632
357,Live/image0439.png,Reference/image0027.png,0,13,7,2101,2788
358,Live/image0041.png,Reference/image0363.png,0,10,7,2203,2464
359,Live/image0467.png,Reference/image1226.png,0,7,0,1456,2766
360,Live/image1177.png,Reference/image1032.png,0,6,0,1851,2378
361,Live/image0009.png,Reference/image0344.png,0,10,7,1748,2490
362,Live/image0597.png,Reference/image0369.png,0,6,0,2290,2603
363,Live/image1054.png,Reference/image0822.png,0,19,12,2287,600
364,Live/image1054.png,Reference/image1216.png,0,16,12,2287,1536
365,Live/image0693.png,Reference/image1065.png,0,25,20,1791,2737
366,Live/image0822.png,Reference/image0823.png,1,46,41,1907,801
367,Live/image0179.png,Reference/image1399.png,0,11,7,1556,2078
368,Live/image0506.png,Reference/image0507.png,1,19,16,1708,1043
369,Live/image0485.png,Reference/image0026.png,0,13,7,2539,2831
370,Live/image0656.png,Reference/image1235.png,0,16,14,2511,2521
371,Live/image1117.png,Reference/image1143.png,0,23,20,2435,1383
372,Live/image1232.png,Reference/image1241.png,0,27,22,2915,2767
373,Live/image0539.png,Reference/image0540.png,1,105,84,2692,468
374,Live/image0539.png,Reference/image0273.png,0,21,11,2692,929
375,Live/image0820.png,Reference/image0351.png,0,20,19,1861,2243
376,Live/image0674.png,Reference/image0043.png,0,13,8,1815,2100
377,Live/image0457.png,Reference/image1058.png,0,11,7,3559,1634
378,Live/image0876.png,Reference/image1065.png,0,19,18,1954,2737
379,Live/image0185.png,Reference/image0186.png,1,32,23,1971,1516
380,Live/image1153.png,Reference/image1171.png,0,25,19,2528,1096
381,Live/image1059.png,Reference/image1273.png,0,21,16,2399,2847
382,Live/image0016.png,Reference/image0396.png,0,7,0,1876,2452
383,Live/image0892.png,Reference/image1065.png,0,31,22,1962,2737
384,Live/image0892.png,Reference/image0029.png,0,27,21,1962,2480
385,Live/image1370.png,Reference/image1398.png,0,15,13,1814,1159
386,Live/image0334.png,Reference/image1400.png,0,24,20,1856,1251
387,Live/image0090.png,Reference/image0336.png,0,3,0,2205,740
388,Live/image0661.png,Reference/image0662.png,1,40,25,2250,2146
389,Live/image1411.png,Reference/image1290.png,0,15,12,2445,2828
390,Live/image0811.png,Reference/image1139.png,0,25,21,2101,2559
391,Live/image0477.png,Reference/image1233.png,0,12,7,2659,2727
392,Live/image0571.png,Reference/image1260.png,0,11,7,1959,2924
393,Live/image0882.png,Reference/image0365.png,0,10,7,2047,2679
394,Live/image0882.png,Reference/image0206.png,0,13,7,2047,2842
395,Live/image0614.png,Reference/image0624.png,0,15,12,2760,2718
396,Live/image0253.png,Reference/image0489.png,0,12,7,2288,832
397,Live/image1352.png,Reference/image0512.png,0,28,21,2951,1925
398,Live/image0605.png,Reference/image0396.png,0,6,0,1721,2452
399,Live/image0775.png,Reference/image0187.png,0,18,12,2203,94
400,Live/image0662.png,Reference/image0265.png,0,13,7,2214,2524
401,Live/image0757.png,Reference/image0473.png,0,14,8,2378,1969
402,Live/image1253.png,Reference/image0348.png,0,11,7,2317,2326
403,Live/image0818.png,Reference/image0383.png,0,11,8,1354,2416
404,Live/image0818.png,Reference/image0698.png,0,9,7,1354,1469
405,Live/image0123.png,Reference/image0459.png,0,7,0,2913,1408
406,Live/image1299.png,Reference/image0355.png,0,15,12,2421,1428
407,Live/image1262.png,Reference/image0030.png,0,17,17,1770,2686
408,Live/image0879.png,Reference/image0363.png,0,9,7,1897,2464
409,Live/image1388.png,Reference/image0404.png,0,11,7,2740,2395
410,Live/image0031.png,Reference/image1141.png,0,28,21,2239,2081
411,Live/image0700.png,Reference/image1256.png,0,11,7,2120,414
412,Live/image1101.png,Reference/image0632.png,0,37,21,2245,2619
413,Live/image1123.png,Reference/image0867.png,0,30,22,2394,1710
414,Live/image1123.png,Reference/image1120.png,0,34,24,2394,2763
415,Live/image0114.png,Reference/image0270.png,0,17,15,2381,1668
416,Live/image1222.png,Reference/image1254.png,0,20,14,2486,1194
417,Live/image0205.png,Reference/image0486.png,0,14,8,2468,2852
418,Live/image0304.png,Reference/image0078.png,0,22,16,2187,1379
419,Live/image0281.png,Reference/image0267.png,0,21,15,2172,2079
420,Live/image0112.png,Reference/image0126.png,0,28,23,2943,1348
421,Live/image0810.png,Reference/image0804.png,0,25,22,1978,1970
422,Live/image1142.png,Reference/image0973.png,0,9,7,2568,119
