,query,reference,label,matches,inliers,kpts0,kpts1
74,Live/image1016.png,Reference/image1078.png,0,1,0,747,863
75,Live/image1026.png,Reference/image1012.png,0,18,16,791,698
76,Live/image0329.png,Reference/image0717.png,0,14,8,872,587
77,Live/image0647.png,Reference/image0640.png,0,8,7,1041,726
78,Live/image1194.png,Reference/image0615.png,0,1,0,752,508
79,Live/image1278.png,Reference/image1342.png,0,19,18,798,714
80,Live/image0472.png,Reference/image0624.png,0,0,0,1031,672
81,Live/image1034.png,Reference/image1032.png,1,7,0,912,564
82,Live/image1307.png,Reference/image1384.png,0,22,19,895,592
83,Live/image1307.png,Reference/image1307.png,1,61,56,895,620
84,Live/image0223.png,Reference/image1024.png,0,0,0,1063,625
85,Live/image0528.png,Reference/image0586.png,0,5,0,842,602
86,Live/image0547.png,Reference/image0663.png,0,20,19,943,690
87,Live/image0802.png,Reference/image1327.png,0,23,22,893,841
88,Live/image0049.png,Reference/image0025.png,0,24,21,1066,581
89,Live/image0524.png,Reference/image1226.png,0,0,0,950,818
90,Live/image1279.png,Reference/image0363.png,0,3,0,807,478
91,Live/image0033.png,Reference/image0025.png,0,25,23,1007,581
92,Live/image0761.png,Reference/image0890.png,0,3,0,864,610
93,Live/image0761.png,Reference/image0991.png,0,4,0,864,569
94,Live/image0468.png,Reference/image1368.png,0,1,0,942,569
95,Live/image0579.png,Reference/image1270.png,0,20,20,826,738
96,Live/image0703.png,Reference/image1246.png,0,20,20,866,655
97,Live/image0727.png,Reference/image1141.png,0,7,0,1108,532
98,Live/image0844.png,Reference/image0027.png,0,27,25,842,581
99,Live/image0870.png,Reference/image0366.png,0,4,0,743,582
100,Live/image1179.png,Reference/image1144.png,0,8,7,676,552
101,Live/image1001.png,Reference/image0899.png,0,26,23,881,820
102,Live/image0278.png,Reference/image0487.png,0,6,0,1100,752
103,Live/image0278.png,Reference/image0662.png,0,0,0,1100,661
104,Live/image0728.png,Reference/image1397.png,0,23,22,979,488
105,Live/image0896.png,Reference/image0624.png,0,3,0,812,672
106,Live/image0217.png,Reference/image0218.png,1,30,27,804,825
107,Live/image1211.png,Reference/image1214.png,0,23,21,809,633
108,Live/image1017.png,Reference/image0812.png,0,3,0,802,742
109,Live/image0940.png,Reference/image1031.png,0,0,0,1011,570
110,Live/image1140.png,Reference/image0414.png,0,16,16,742,644
111,Live/image0949.png,Reference/image0027.png,0,22,22,1107,581
112,Live/image1290.png,Reference/image1285.png,0,13,7,813,696
113,Live/image1290.png,Reference/image0253.png,0,29,24,813,808
114,Live/image0551.png,Reference/image1140.png,0,1,0,1061,548
115,Live/image0151.png,Reference/image0645.png,0,16,16,794,700
116,Live/image1391.png,Reference/image1332.png,0,19,17,858,577
117,Live/image1137.png,Reference/image1135.png,1,60,57,716,611
118,Live/image1145.png,Reference/image0430.png,0,0,0,785,724
119,Live/image0107.png,Reference/image0105.png,1,90,75,1142,1228
120,Live/image0371.png,Reference/image0373.png,1,40,33,648,631
121,Live/image0895.png,Reference/image0633.png,0,1,0,930,742
122,Live/image0474.png,Reference/image0474.png,1,4,0,940,593
123,Live/image0474.png,Reference/image1032.png,0,2,0,940,564
124,Live/image0782.png,Reference/image0701.png,0,21,19,1074,787
125,Live/image0298.png,Reference/image0515.png,0,1,0,861,507
126,Live/image0441.png,Reference/image0370.png,0,0,0,907,655
127,Live/image1004.png,Reference/image0030.png,0,19,18,545,593
128,Live/image0926.png,Reference/image0807.png,0,1,0,956,675
129,Live/image1113.png,Reference/image0365.png,0,3,0,775,581
130,Live/image0859.png,Reference/image0199.png,0,10,8,796,613
131,Live/image1100.png,Reference/image1067.png,0,19,19,740,692
132,Live/image0722.png,Reference/image0365.png,0,1,0,1086,581
133,Live/image0722.png,Reference/image1012.png,0,16,15,1086,698
134,Live/image0470.png,Reference/image1012.png,0,0,0,998,698
135,Live/image0530.png,Reference/image0385.png,0,1,0,784,593
136,Live/image0871.png,Reference/image0373.png,0,1,0,837,631
137,Live/image0339.png,Reference/image1233.png,0,27,25,932,700
138,Live/image0970.png,Reference/image0797.png,0,17,17,784,659
139,Live/image0399.png,Reference/image0486.png,0,0,0,750,689
140,Live/image0258.png,Reference/image0285.png,0,21,21,939,609
141,Live/image0817.png,Reference/image1010.png,0,7,0,870,690
142,Live/image0538.png,Reference/image1268.png,0,20,20,745,669
143,Live/image0538.png,Reference/image1305.png,0,16,16,745,580
144,Live/image0048.png,Reference/image0478.png,0,7,0,867,626
145,Live/image1188.png,Reference/image1273.png,0,21,20,692,661
146,Live/image0282.png,Reference/image0724.png,0,2,0,992,644
147,Live/image0095.png,Reference/image1139.png,0,22,21,741,605
148,Live/image0737.png,Reference/image0366.png,0,0,0,972,582
149,Live/image0111.png,Reference/image0124.png,0,64,54,818,649
150,Live/image1333.png,Reference/image1321.png,0,20,20,1033,718
151,Live/image0709.png,Reference/image0034.png,0,28,27,870,588
152,Live/image0636.png,Reference/image0636.png,1,66,57,944,915
153,Live/image0636.png,Reference/image0270.png,0,20,18,944,660
154,Live/image0744.png,Reference/image0742.png,1,7,0,1008,662
155,Live/image0000.png,Reference/image0069.png,0,1,0,731,733
156,Live/image1407.png,Reference/image1012.png,0,12,7,738,698
157,Live/image0553.png,Reference/image0532.png,0,3,0,943,495
158,Live/image1030.png,Reference/image0810.png,0,1,0,809,658
159,Live/image0578.png,Reference/image1290.png,0,20,18,772,781
160,Live/image0221.png,Reference/image0199.png,0,2,0,1187,613
161,Live/image0065.png,Reference/image0479.png,0,0,0,1038,570
162,Live/image0285.png,Reference/image0486.png,0,0,0,1148,689
163,Live/image0285.png,Reference/image0202.png,0,1,0,1148,595
164,Live/image0197.png,Reference/image1273.png,0,4,0,1070,661
165,Live/image1019.png,Reference/image1218.png,0,2,0,787,633
166,Live/image0762.png,Reference/image1270.png,0,6,0,888,738
167,Live/image1203.png,Reference/image1198.png,0,13,7,1359,621
168,Live/image0595.png,Reference/image1066.png,0,20,20,867,816
169,Live/image0072.png,Reference/image1328.png,0,19,19,1283,696
170,Live/image1035.png,Reference/image1067.png,0,27,26,867,692
171,Live/image0596.png,Reference/image1391.png,0,19,19,800,498
172,Live/image1268.png,Reference/image1268.png,1,83,73,1066,669
173,Live/image1268.png,Reference/image0387.png,0,17,17,1066,609
174,Live/image0265.png,Reference/image0366.png,0,0,0,891,582
175,Live/image0291.png,Reference/image0487.png,0,5,0,673,752
176,Live/image0582.png,Reference/image0383.png,0,14,8,863,586
177,Live/image0911.png,Reference/image0347.png,0,0,0,697,662
178,Live/image0190.png,Reference/image0633.png,0,1,0,1072,742
179,Live/image0453.png,Reference/image0697.png,0,2,0,953,735
180,Live/image1144.png,Reference/image1166.png,0,8,7,679,524
181,Live/image0173.png,Reference/image0026.png,0,23,23,936,531
182,Live/image0336.png,Reference/image0347.png,0,0,0,901,662
183,Live/image0336.png,Reference/image0915.png,0,0,0,901,700
184,Live/image0156.png,Reference/image0890.png,0,0,0,746,610
185,Live/image1382.png,Reference/image1319.png,0,18,17,762,773
186,Live/image0366.png,Reference/image0283.png,0,0,0,784,611
187,Live/image0781.png,Reference/image1273.png,0,16,16,961,661
188,Live/image0750.png,Reference/image1312.png,0,18,17,1047,612
189,Live/image0081.png,Reference/image0344.png,0,2,0,825,665
190,Live/image0083.png,Reference/image0717.png,0,0,0,994,587
191,Live/image0381.png,Reference/image0372.png,0,6,0,588,585
192,Live/image0749.png,Reference/image0255.png,0,21,20,927,723
193,Live/image0749.png,Reference/image0388.png,0,23,22,927,716
194,Live/image1374.png,Reference/image0674.png,0,22,21,794,568
195,Live/image0159.png,Reference/image0662.png,0,0,0,864,661
196,Live/image1009.png,Reference/image0531.png,0,2,0,781,548
197,Live/image0181.png,Reference/image0807.png,0,8,7,810,675
198,Live/image0577.png,Reference/image0844.png,0,0,0,822,932
199,Live/image1002.png,Reference/image1339.png,0,21,20,805,655
200,Live/image0513.png,Reference/image0485.png,0,0,0,1037,744
201,Live/image0974.png,Reference/image1120.png,0,3,0,953,535
202,Live/image0363.png,Reference/image0372.png,0,3,0,601,585
203,Live/image0363.png,Reference/image0370.png,0,2,0,601,655
204,Live/image0599.png,Reference/image1138.png,0,19,19,793,515
205,Live/image1254.png,Reference/image0361.png,0,2,0,797,594
206,Live/image0403.png,Reference/image1125.png,0,0,0,711,553
207,Live/image1257.png,Reference/image0375.png,0,4,0,974,688
208,Live/image0516.png,Reference/image0762.png,0,12,7,806,646
209,Live/image0126.png,Reference/image0130.png,0,105,101,880,622
210,Live/image0502.png,Reference/image0252.png,0,1,0,1262,715
211,Live/image0923.png,Reference/image0716.png,0,24,22,950,665
212,Live/image1392.png,Reference/image1384.png,0,46,36,913,592
213,Live/image1392.png,Reference/image1232.png,0,22,21,913,701
214,Live/image1067.png,Reference/image1273.png,0,18,18,686,661
215,Live/image0266.png,Reference/image0636.png,0,1,0,834,915
216,Live/image0274.png,Reference/image0043.png,0,5,0,958,597
217,Live/image0303.png,Reference/image1185.png,0,23,22,1179,619
218,Live/image0346.png,Reference/image0026.png,0,25,25,789,531
219,Live/image0480.png,Reference/image0486.png,0,1,0,911,689
220,Live/image0529.png,Reference/image0343.png,0,1,0,641,599
221,Live/image1390.png,Reference/image1389.png,1,98,83,762,582
222,Live/image0213.png,Reference/image1241.png,0,13,7,1007,771
223,Live/image0213.png,Reference/image0382.png,0,1,0,1007,527
224,Live/image1010.png,Reference/image0479.png,0,7,0,882,570
225,Live/image0934.png,Reference/image0079.png,0,20,19,1053,708
226,Live/image0044.png,Reference/image1263.png,0,18,18,978,669
227,Live/image0490.png,Reference/image0199.png,0,0,0,916,613
228,Live/image1192.png,Reference/image1391.png,0,16,15,680,498
229,Live/image1312.png,Reference/image1241.png,0,14,8,792,771
230,Live/image0295.png,Reference/image0479.png,0,2,0,743,570
231,Live/image1093.png,Reference/image1254.png,0,20,19,769,661
232,Live/image0436.png,Reference/image0619.png,0,1,0,1077,586
233,Live/image0436.png,Reference/image0029.png,0,1,0,1077,540
234,Live/image1044.png,Reference/image0393.png,0,0,0,1084,589
235,Live/image1326.png,Reference/image0846.png,0,12,10,858,935
236,Live/image0055.png,Reference/image1331.png,0,17,17,840,639
237,Live/image1147.png,Reference/image1283.png,0,0,0,975,708
238,Live/image0763.png,Reference/image0058.png,0,14,8,764,732
239,Live/image0569.png,Reference/image0617.png,0,0,0,933,568
240,Live/image0122.png,Reference/image0121.png,1,106,101,841,647
241,Live/image0904.png,Reference/image1280.png,0,2,0,822,720
242,Live/image0169.png,Reference/image1235.png,0,22,20,798,721
243,Live/image0169.png,Reference/image0304.png,0,2,0,798,677
244,Live/image0548.png,Reference/image1289.png,0,18,17,896,699
245,Live/image0028.png,Reference/image0648.png,0,6,0,1116,737
246,Live/image1023.png,Reference/image1330.png,0,17,17,754,640
247,Live/image1297.png,Reference/image0343.png,0,1,0,877,599
248,Live/image0509.png,Reference/image0350.png,0,1,0,1040,630
249,Live/image0201.png,Reference/image0238.png,0,0,0,950,630
250,Live/image1018.png,Reference/image1165.png,0,8,7,843,561
251,Live/image1383.png,Reference/image1240.png,0,24,23,827,703
252,Live/image0294.png,Reference/image0486.png,0,0,0,759,689
253,Live/image0294.png,Reference/image0272.png,0,2,0,759,582
254,Live/image0487.png,Reference/image0663.png,0,1,0,1070,690
255,Live/image0010.png,Reference/image0252.png,0,2,0,879,715
256,Live/image0172.png,Reference/image1129.png,0,13,7,876,585
257,Live/image1087.png,Reference/image1087.png,1,64,57,784,570
258,Live/image0073.png,Reference/image1325.png,0,10,7,1154,652
259,Live/image0377.png,Reference/image0347.png,0,3,0,798,662
260,Live/image0545.png,Reference/image0702.png,0,1,0,927,741
261,Live/image0918.png,Reference/image0372.png,0,0,0,899,585
262,Live/image1072.png,Reference/image0505.png,0,27,25,817,639
263,Live/image1072.png,Reference/image0142.png,0,22,21,817,974
264,Live/image0983.png,Reference/image0983.png,1,142,131,823,594
265,Live/image0830.png,Reference/image1060.png,0,10,7,998,673
266,Live/image0907.png,Reference/image0353.png,0,3,0,820,680
267,Live/image1243.png,Reference/image0402.png,0,18,17,1105,664
268,Live/image0183.png,Reference/image0508.png,0,1,0,686,833
269,Live/image0504.png,Reference/image1404.png,0,9,7,922,595
270,Live/image1247.png,Reference/image1232.png,0,17,17,818,701
271,Live/image1081.png,Reference/image0027.png,0,22,21,936,581
272,Live/image1012.png,Reference/image1011.png,1,60,56,733,700
273,Live/image1012.png,Reference/image0864.png,0,27,27,733,600
274,Live/image0176.png,Reference/image1238.png,0,17,17,1210,678
275,Live/image1190.png,Reference/image1405.png,0,1,0,712,594
276,Live/image0191.png,Reference/image1382.png,0,2,0,1017,604
277,Live/image0965.png,Reference/image0487.png,0,7,0,904,752
278,Live/image0267.png,Reference/image1232.png,0,11,7,942,701
279,Live/image1379.png,Reference/image1262.png,0,17,17,798,633
280,Live/image0027.png,Reference/image0397.png,0,0,0,1076,571
281,Live/image0273.png,Reference/image0873.png,0,17,17,930,699
282,Live/image0121.png,Reference/image0122.png,1,116,111,799,667
283,Live/image0121.png,Reference/image1235.png,0,16,16,799,721
284,Live/image0720.png,Reference/image1234.png,0,14,9,958,678
285,Live/image0110.png,Reference/image0118.png,0,102,81,884,796
286,Live/image0981.png,Reference/image0995.png,0,14,8,727,737
287,Live/image0322.png,Reference/image0210.png,0,0,0,1026,603
288,Live/image1108.png,Reference/image1247.png,0,17,17,876,754
289,Live/image0145.png,Reference/image0148.png,0,1,0,1019,662
290,Live/image0493.png,Reference/image0043.png,0,22,20,890,597
291,Live/image1289.png,Reference/image1285.png,0,3,0,935,696
292,Live/image1314.png,Reference/image1231.png,0,18,18,1031,674
293,Live/image1314.png,Reference/image1304.png,0,17,17,1031,639
294,Live/image0174.png,Reference/image0716.png,0,23,23,931,665
295,Live/image0862.png,Reference/image0361.png,0,0,0,767,594
296,Live/image0082.png,Reference/image0045.png,0,2,0,822,576
297,Live/image1021.png,Reference/image0010.png,0,1,0,752,725
298,Live/image0024.png,Reference/image0480.png,0,2,0,1048,561
299,Live/image0422.png,Reference/image0395.png,0,6,0,536,573
300,Live/image0086.png,Reference/image0477.png,0,2,0,776,620
301,Live/image0997.png,Reference/image0373.png,0,1,0,1097,631
302,Live/image0239.png,Reference/image0199.png,0,2,0,825,613
303,Live/image0239.png,Reference/image0737.png,0,0,0,825,634
304,Live/image1077.png,Reference/image0360.png,0,2,0,813,621
305,Live/image1231.png,Reference/image0347.png,0,5,0,1093,662
306,Live/image0543.png,Reference/image0045.png,0,0,0,1164,576
307,Live/image0388.png,Reference/image0385.png,0,34,28,893,593
308,Live/image0137.png,Reference/image0135.png,1,16,15,1212,708
309,Live/image0106.png,Reference/image0105.png,1,170,150,1332,1228
310,Live/image1006.png,Reference/image0032.png,0,20,20,611,629
311,Live/image0824.png,Reference/image0828.png,0,20,19,804,572
312,Live/image0512.png,Reference/image0662.png,0,2,0,892,661
313,Live/image0512.png,Reference/image0326.png,0,3,0,892,709
314,Live/image0738.png,Reference/image0032.png,0,24,22,1105,629
315,Live/image0132.png,Reference/image0348.png,0,0,0,1106,704
316,Live/image0886.png,Reference/image1327.png,0,18,18,1001,841
317,Live/image0314.png,Reference/image0378.png,0,14,8,982,638
318,Live/image0900.png,Reference/image0634.png,0,2,0,853,753
319,Live/image0034.png,Reference/image0717.png,0,22,22,1058,587
320,Live/image0840.png,Reference/image1067.png,0,26,25,786,692
321,Live/image0805.png,Reference/image1065.png,0,28,26,818,784
322,Live/image1275.png,Reference/image1243.png,0,19,17,925,749
323,Live/image1275.png,Reference/image1345.png,0,25,23,925,612
324,Live/image1365.png,Reference/image0345.png,0,0,0,778,649
325,Live/image0557.png,Reference/image0204.png,0,23,21,915,632
326,Live/image0812.png,Reference/image0343.png,0,4,0,728,599
327,Live/image0952.png,Reference/image0737.png,0,2,0,1167,634
328,Live/image1367.png,Reference/image1148.png,0,11,7,797,663
329,Live/image0060.png,Reference/image0061.png,1,63,57,762,634
330,Live/image0428.png,Reference/image1332.png,0,20,19,643,577
331,Live/image0592.png,Reference/image1140.png,0,23,20,924,548
332,Live/image1236.png,Reference/image1240.png,0,20,20,1014,703
333,Live/image1236.png,Reference/image1260.png,0,16,16,1014,714
334,Live/image0101.png,Reference/image0124.png,0,19,19,942,649
335,Live/image0177.png,Reference/image1302.png,0,17,17,1027,685
336,Live/image1051.png,Reference/image0915.png,0,0,0,783,700
337,Live/image0958.png,Reference/image0360.png,0,6,0,981,621
338,Live/image1404.png,Reference/image1330.png,0,17,17,756,640
339,Live/image0968.png,Reference/image1139.png,0,18,18,806,605
340,Live/image1205.png,Reference/image1257.png,0,19,19,1253,711
341,Live/image0610.png,Reference/image1265.png,0,21,19,1093,619
342,Live/image1309.png,Reference/image1243.png,0,13,7,788,749
343,Live/image1309.png,Reference/image1084.png,0,0,0,788,688
344,Live/image1339.png,Reference/image1319.png,0,23,21,810,773
345,Live/image1389.png,Reference/image1120.png,0,1,0,698,535
346,Live/image1047.png,Reference/image0000.png,0,20,20,754,912
347,Live/image1181.png,Reference/image0566.png,0,21,21,722,527
348,Live/image1055.png,Reference/image1404.png,0,17,15,928,595
349,Live/image1249.png,Reference/image0380.png,0,16,15,783,649
350,Live/image1235.png,Reference/image0381.png,0,26,25,1026,621
351,Live/image0170.png,Reference/image0849.png,0,0,0,858,734
352,Live/image1265.png,Reference/image0026.png,0,18,18,1027,531
353,Live/image1265.png,Reference/image0481.png,0,14,8,1027,691
354,Live/image0370.png,Reference/image0810.png,0,0,0,630,658
355,Live/image0778.png,Reference/image0204.png,0,18,17,949,632
356,Live/image1386.png,Reference/image0345.png,0,0,0,760,649
357,Live/image0439.png,Reference/image0629.png,0,0,0,866,591
358,Live/image0041.png,Reference/image0383.png,0,6,0,1029,586
359,Live/image0467.png,Reference/image0372.png,0,0,0,874,585
360,Live/image1177.png,Reference/image0363.png,0,0,0,784,478
361,Live/image0009.png,Reference/image1273.png,0,15,15,1062,661
362,Live/image0597.png,Reference/image1392.png,0,21,21,771,587
363,Live/image0597.png,Reference/image1095.png,0,21,21,771,768
364,Live/image1054.png,Reference/image1217.png,0,2,0,1131,643
365,Live/image0693.png,Reference/image1235.png,0,17,17,857,721
366,Live/image0822.png,Reference/image0030.png,0,23,21,799,593
367,Live/image0179.png,Reference/image1140.png,0,9,7,911,548
368,Live/image0506.png,Reference/image0078.png,0,19,18,1069,545
369,Live/image0485.png,Reference/image0281.png,0,0,0,1012,612
370,Live/image0656.png,Reference/image1316.png,0,21,21,999,781
371,Live/image1117.png,Reference/image1140.png,0,16,16,845,548
372,Live/image1232.png,Reference/image1242.png,0,19,18,896,693
373,Live/image1232.png,Reference/image1235.png,0,24,22,896,721
374,Live/image0539.png,Reference/image0057.png,0,0,0,950,665
375,Live/image0820.png,Reference/image1078.png,0,0,0,780,863
376,Live/image0674.png,Reference/image0813.png,0,2,0,1018,661
377,Live/image0457.png,Reference/image1203.png,0,3,0,1388,601
378,Live/image0876.png,Reference/image1218.png,0,2,0,823,633
379,Live/image0185.png,Reference/image0698.png,0,0,0,749,820
380,Live/image1153.png,Reference/image1166.png,0,11,7,866,524
381,Live/image1059.png,Reference/image1138.png,0,23,22,754,515
382,Live/image0016.png,Reference/image0025.png,0,20,19,878,581
383,Live/image0016.png,Reference/image0491.png,0,0,0,878,525
384,Live/image0892.png,Reference/image0034.png,0,20,20,857,588
385,Live/image1370.png,Reference/image1310.png,0,18,17,930,702
386,Live/image0334.png,Reference/image0560.png,0,10,7,838,775
387,Live/image0090.png,Reference/image0984.png,0,20,20,882,717
388,Live/image0661.png,Reference/image0481.png,0,0,0,1003,691
389,Live/image1411.png,Reference/image1111.png,0,8,7,735,639
390,Live/image0811.png,Reference/image1226.png,0,16,14,799,818
391,Live/image0477.png,Reference/image0206.png,0,1,0,833,567
392,Live/image0571.png,Reference/image0048.png,0,2,0,793,578
393,Live/image0571.png,Reference/image1330.png,0,0,0,793,640
394,Live/image0882.png,Reference/image0369.png,0,0,0,892,611
395,Live/image0614.png,Reference/image0773.png,0,0,0,981,684
396,Live/image0253.png,Reference/image0383.png,0,4,0,1155,586
397,Live/image1352.png,Reference/image1286.png,0,22,20,999,713
398,Live/image0605.png,Reference/image1135.png,0,22,21,807,611
399,Live/image0775.png,Reference/image1302.png,0,18,17,980,685
400,Live/image0662.png,Reference/image0252.png,0,0,0,852,715
401,Live/image0757.png,Reference/image0661.png,0,0,0,1051,799
402,Live/image1253.png,Reference/image0359.png,0,2,0,739,592
403,Live/image1253.png,Reference/image0031.png,0,0,0,739,628
404,Live/image0818.png,Reference/image1067.png,0,26,26,810,692
405,Live/image0123.png,Reference/image1063.png,0,16,16,816,855
406,Live/image1299.png,Reference/image1229.png,0,1,0,898,820
407,Live/image1262.png,Reference/image0027.png,0,23,23,809,581
408,Live/image0879.png,Reference/image0031.png,0,20,19,792,628
409,Live/image1388.png,Reference/image1413.png,0,21,20,691,574
410,Live/image0031.png,Reference/image0347.png,0,0,0,1142,662
411,Live/image0700.png,Reference/image1273.png,0,14,8,914,661
412,Live/image1101.png,Reference/image0531.png,0,3,0,719,548
413,Live/image1101.png,Reference/image0724.png,0,1,0,719,644
414,Live/image1123.png,Reference/image1095.png,0,20,19,769,768
415,Live/image0114.png,Reference/image0458.png,0,1,0,849,738
416,Live/image1222.png,Reference/image0363.png,0,1,0,866,478
417,Live/image0205.png,Reference/image0029.png,0,1,0,996,540
418,Live/image0304.png,Reference/image1080.png,0,2,0,1081,756
419,Live/image0281.png,Reference/image0383.png,0,11,7,932,586
420,Live/image0112.png,Reference/image0123.png,0,73,67,757,685
421,Live/image0810.png,Reference/image0029.png,0,32,27,760,540
422,Live/image1142.png,Reference/image1166.png,0,15,14,660,524
423,Live/image1142.png,Reference/image1120.png,0,3,0,660,535
424,Live/image0628.png,Reference/image0210.png,0,3,0,803,603
425,Live/image1066.png,Reference/image0029.png,0,23,21,626,540
426,Live/image1080.png,Reference/image0009.png,0,1,0,774,662
427,Live/image0922.png,Reference/image0914.png,0,14,8,1005,704
428,Live/image0437.png,Reference/image0031.png,0,0,0,1054,628
429,Live/image0643.png,Reference/image0059.png,0,5,0,1286,671
430,Live/image0631.png,Reference/image0357.png,0,1,0,935,668
431,Live/image1107.png,Reference/image1226.png,0,18,15,886,818
432,Live/image0188.png,Reference/image0512.png,0,26,24,754,696
433,Live/image0188.png,Reference/image0069.png,0,0,0,754,733
434,Live/image0098.png,Reference/image0456.png,0,0,0,839,732
435,Live/image0986.png,Reference/image0994.png,0,20,19,933,732
436,Live/image1295.png,Reference/image1393.png,0,15,15,923,525
437,Live/image0550.png,Reference/image0475.png,0,1,0,1069,632
438,Live/image0252.png,Reference/image0652.png,0,2,0,1113,640
439,Live/image0537.png,Reference/image0836.png,0,1,0,764,983
440,Live/image0600.png,Reference/image1346.png,0,23,21,754,562
441,Live/image0338.png,Reference/image1144.png,0,4,0,1086,552
442,Live/image0716.png,Reference/image0365.png,0,1,0,799,581
443,Live/image0716.png,Reference/image0716.png,1,97,86,799,665
444,Live/image0070.png,Reference/image0288.png,0,1,0,1110,715
445,Live/image0783.png,Reference/image1321.png,0,20,19,1016,718
